hour,electricity_price
721,552
722,-793
723,2498
724,-834
725,1575
726,2482
727,1938
728,-303
729,342
730,-274
731,1867
732,1208
733,1220
734,107
735,1058
736,-454
737,215
738,2350
739,-342
740,1243
741,-823
742,2692
743,339
744,2890
745,1323
746,168
747,1180
748,-514
749,-521
750,-649
751,503
752,2466
753,1773
754,833
755,2752
756,326
757,1179
758,-119
759,-867
760,1482
761,432
762,39
763,-680
764,2802
765,-271
766,2159
767,-153
768,371
769,1513
770,-311
771,302
772,1361
773,24
774,192
775,221
776,-335
777,2615
778,2095
779,-229
780,1641
781,578
782,870
783,1603
784,1774
785,2863
786,993
787,1506
788,-503
789,-948
790,-654
791,-140
792,2316
793,1423
794,1483
795,50
796,1047
797,86
798,733
799,2748
800,2094
801,2561
802,2979
803,799
804,1556
805,-237
806,846
807,-152
808,1095
809,1144
810,2337
811,-149
812,-278
813,1077
814,-968
815,1432
816,-853
817,2833
818,2043
819,-61
820,1536
821,521
822,-171
823,1725
824,-945
825,1419
826,2359
827,-687
828,898
829,2333
830,741
831,1509
832,-476
833,1977
834,-327
835,2286
836,307
837,2925
838,-664
839,600
840,1868
841,1292
842,-241
843,1501
844,2323
845,-181
846,171
847,1477
848,2071
849,489
850,2008
851,697
852,2206
853,822
854,751
855,975
856,2673
857,-983
858,1561
859,2662
860,2236
861,2224
862,1059
863,954
864,2751
865,2844
866,1869
867,-943
868,-294
869,-606
870,-69
871,634
872,-78
873,340
874,1284
875,950
876,-313
877,2545
878,-949
879,2216
880,-642
881,-721
882,536
883,1345
884,-150
885,616
886,-86
887,0
888,1206
889,1181
890,-117
891,332
892,1675
893,202
894,2871
895,954
896,-591
897,-757
898,1661
899,-729
900,1421
901,1996
902,-227
903,2712
904,2296
905,1293
906,1102
907,2286
908,2524
909,-280
910,645
911,929
912,-523
913,330
914,899
915,889
916,695
917,-749
918,2495
919,858
920,1168
921,2491
922,-854
923,541
924,967
925,2468
926,1685
927,1147
928,1856
929,1878
930,1996
931,-50
932,1945
933,-10
934,1431
935,2808
936,-477
937,1327
938,-956
939,1946
940,922
941,2125
942,676
943,1440
944,1012
945,2923
946,-149
947,-499
948,-407
949,-477
950,2212
951,920
952,1396
953,2192
954,2958
955,854
956,-699
957,2066
958,-143
959,-447
960,658
961,310
962,-965
963,2881
964,1751
965,-682
966,1047
967,-813
968,2365
969,-163
970,349
971,412
972,1923
973,1047
974,2960
975,2945
976,-541
977,2831
978,1488
979,2028
980,-678
981,1052
982,2085
983,62
984,481
985,709
986,74
987,117
988,595
989,1535
990,-237
991,940
992,2617
993,2787
994,513
995,792
996,-979
997,2026
998,2483
999,21
1000,493
1001,491
1002,-63
1003,133
1004,2728
1005,1280
1006,-358
1007,-361
1008,1936
1009,-685
1010,-244
1011,2520
1012,1904
1013,-602
1014,2872
1015,1829
1016,-467
1017,2403
1018,709
1019,-337
1020,-848
1021,1062
1022,2675
1023,1710
1024,2073
1025,2664
1026,1870
1027,1419
1028,2405
1029,1252
1030,2248
1031,1353
1032,1458
1033,1584
1034,762
1035,1466
1036,1303
1037,1998
1038,-400
1039,-738
1040,487
1041,2653
1042,2120
1043,1452
1044,2316
1045,1817
1046,1457
1047,428
1048,2426
1049,2495
1050,2555
1051,135
1052,1927
1053,1525
1054,-347
1055,2540
1056,-154
1057,14
1058,1264
1059,2990
1060,2783
1061,-667
1062,1554
1063,2351
1064,280
1065,1251
1066,161
1067,1227
1068,-422
1069,1291
1070,-24
1071,648
1072,654
1073,203
1074,1266
1075,-189
1076,1993
1077,2682
1078,-34
1079,-14
1080,-18
1081,-880
1082,1814
1083,418
1084,701
1085,825
1086,-755
1087,1284
1088,2301
1089,1064
1090,2914
1091,2145
1092,1934
1093,2359
1094,1152
1095,1797
1096,2371
1097,534
1098,711
1099,2231
1100,2302
1101,1126
1102,-281
1103,2066
1104,1283
1105,34
1106,588
1107,1312
1108,2521
1109,1825
1110,1731
1111,1948
1112,-155
1113,312
1114,-589
1115,445
1116,949
1117,1890
1118,-476
1119,-219
1120,1536
1121,-556
1122,2826
1123,1226
1124,1061
1125,421
1126,2820
1127,-335
1128,2001
1129,1445
1130,2069
1131,385
1132,-483
1133,-407
1134,-654
1135,1691
1136,2052
1137,-576
1138,1269
1139,-498
1140,2780
1141,2207
1142,2883
1143,1383
1144,2719
1145,2860
1146,-4
1147,2774
1148,-812
1149,-795
1150,-58
1151,377
1152,-385
1153,-150
1154,846
1155,1805
1156,2730
1157,446
1158,1310
1159,-332
1160,553
1161,-933
1162,2260
1163,443
1164,2550
1165,2523
1166,1207
1167,32
1168,1768
1169,648
1170,1933
1171,2220
1172,-601
1173,727
1174,844
1175,-89
1176,-976
1177,13
1178,284
1179,-274
1180,2609
1181,1893
1182,1367
1183,1944
1184,2714
1185,1212
1186,774
1187,577
1188,1095
1189,922
1190,-138
1191,2316
1192,2124
1193,-127
1194,2119
1195,837
1196,225
1197,152
1198,-229
1199,-174
1200,2167
1201,1512
1202,739
1203,272
1204,-497
1205,1589
1206,2196
1207,-524
1208,2615
1209,1046
1210,2552
1211,-39
1212,1528
1213,2049
1214,665
1215,1253
1216,1220
1217,713
1218,2234
1219,2753
1220,1913
1221,2092
1222,235
1223,908
1224,2776
1225,1806
1226,1568
1227,2749
1228,1615
1229,1736
1230,2318
1231,363
1232,30
1233,1431
1234,-517
1235,-678
1236,2408
1237,1297
1238,346
1239,1220
1240,-448
1241,-650
1242,2152
1243,1645
1244,791
1245,1684
1246,729
1247,1841
1248,13
1249,373
1250,1720
1251,165
1252,-591
1253,1641
1254,710
1255,2279
1256,2933
1257,-30
1258,901
1259,1674
1260,2460
1261,2082
1262,1121
1263,2494
1264,1259
1265,1789
1266,2810
1267,117
1268,2701
1269,774
1270,-459
1271,2827
1272,2469
1273,27
1274,1159
1275,1951
1276,-40
1277,2962
1278,2620
1279,1400
1280,2697
1281,161
1282,-198
1283,2034
1284,2149
1285,-265
1286,2502
1287,1260
1288,-618
1289,2448
1290,2376
1291,2762
1292,-264
1293,2924
1294,2417
1295,579
1296,2979
1297,1380
1298,1239
1299,-220
1300,-337
1301,1342
1302,1975
1303,1745
1304,2773
1305,-431
1306,2856
1307,2481
1308,2153
1309,2048
1310,2715
1311,1464
1312,880
1313,-122
1314,1227
1315,1989
1316,1709
1317,-846
1318,-550
1319,1358
1320,2446
1321,2288
1322,1478
1323,2647
1324,398
1325,-5
1326,1950
1327,601
1328,1758
1329,1983
1330,2191
1331,2302
1332,-335
1333,1481
1334,945
1335,861
1336,-439
1337,2316
1338,2322
1339,1849
1340,869
1341,-636
1342,1352
1343,1508
1344,1117
1345,-943
1346,2282
1347,1481
1348,-845
1349,-199
1350,962
1351,2589
1352,2532
1353,2001
1354,-546
1355,2386
1356,569
1357,-81
1358,-640
1359,-603
1360,43
1361,-102
1362,-770
1363,-317
1364,1195
1365,2929
1366,646
1367,2652
1368,1828
1369,1808
1370,61
1371,764
1372,2700
1373,-967
1374,-908
1375,2341
1376,25
1377,-997
1378,2110
1379,1431
1380,1316
1381,-477
1382,1645
1383,1783
1384,967
1385,1550
1386,-735
1387,2636
1388,-505
1389,829
1390,312
1391,322
1392,1847
1393,1638
1394,2250
1395,1018
1396,804
1397,1544
1398,-486
1399,356
1400,-581
1401,2449
1402,-771
1403,1427
1404,1963
1405,1198
1406,-138
1407,25
1408,748
1409,1577
1410,-80
1411,2599
1412,883
1413,2575
1414,2166
1415,-140
1416,1682
1417,1774
1418,-532
1419,-927
1420,-120
1421,-631
1422,-587
1423,-723
1424,1176
1425,-126
1426,812
1427,1282
1428,2397
1429,1879
1430,731
1431,1838
1432,871
1433,2973
1434,75
1435,2617
1436,546
1437,2302
1438,1593
1439,2762
1440,1054
1441,204
1442,1165
1443,2451
1444,-822
1445,968
1446,831
1447,-102
1448,-476
1449,2364
1450,485
1451,-725
1452,-385
1453,-278
1454,-707
1455,-717
1456,2991
1457,613
1458,-800
1459,2996
1460,2494
1461,1237
1462,-187
1463,-6
1464,1114
1465,-838
1466,376
1467,-477
1468,-137
1469,738
1470,-785
1471,2578
1472,2304
1473,2471
1474,553
1475,-817
1476,1505
1477,-517
1478,1798
1479,2426
1480,-306
1481,2122
1482,430
1483,-448
1484,2728
1485,-266
1486,459
1487,2240
1488,-865
1489,-599
1490,623
1491,1921
1492,2557
1493,2446
1494,1662
1495,-32
1496,2992
1497,-119
1498,2947
1499,-193
1500,1517
1501,1552
1502,318
1503,-208
1504,2062
1505,1766
1506,2314
1507,-202
1508,910
1509,2744
1510,1312
1511,2980
1512,-879
1513,546
1514,2683
1515,2628
1516,633
1517,2335
1518,1070
1519,2611
1520,2977
1521,507
1522,2721
1523,-137
1524,1743
1525,2771
1526,2540
1527,2023
1528,-741
1529,2117
1530,2167
1531,-926
1532,-923
1533,2372
1534,2753
1535,-668
1536,2928
1537,2595
1538,-412
1539,750
1540,2867
1541,2046
1542,448
1543,2345
1544,-632
1545,2863
1546,1616
1547,-373
1548,681
1549,1585
1550,2473
1551,1850
1552,-722
1553,2606
1554,-39
1555,2995
1556,556
1557,-289
1558,-281
1559,1850
1560,2609
1561,-672
1562,2972
1563,2964
1564,1386
1565,1839
1566,754
1567,2119
1568,754
1569,1025
1570,530
1571,217
1572,93
1573,25
1574,602
1575,-341
1576,1996
1577,2860
1578,1283
1579,2564
1580,-437
1581,1805
1582,2128
1583,1651
1584,2078
1585,2727
1586,-382
1587,2114
1588,1753
1589,740
1590,1273
1591,2354
1592,-253
1593,-848
1594,1283
1595,234
1596,1835
1597,1279
1598,443
1599,2865
1600,1267
1601,-986
1602,-545
1603,1151
1604,-114
1605,308
1606,1816
1607,-330
1608,546
1609,2686
1610,1761
1611,1965
1612,1769
1613,1724
1614,1538
1615,481
1616,2625
1617,2010
1618,2201
1619,1986
1620,-848
1621,956
1622,434
1623,2400
1624,1758
1625,2565
1626,-381
1627,-733
1628,-918
1629,-98
1630,441
1631,-405
1632,577
1633,1044
1634,133
1635,2854
1636,-907
1637,1404
1638,-242
1639,1761
1640,2586
1641,-894
1642,2780
1643,884
1644,-66
1645,2951
1646,2377
1647,2163
1648,2900
1649,1624
1650,-885
1651,247
1652,1563
1653,621
1654,2934
1655,1114
1656,-783
1657,548
1658,520
1659,-33
1660,771
1661,1966
1662,2315
1663,2079
1664,1402
1665,812
1666,-768
1667,2499
1668,2997
1669,-931
1670,1407
1671,1851
1672,2737
1673,234
1674,-649
1675,78
1676,-52
1677,1224
1678,285
1679,734
1680,910
1681,1470
1682,-649
1683,1887
1684,1881
1685,373
1686,562
1687,-457
1688,1689
1689,955
1690,1501
1691,1582
1692,2191
1693,1913
1694,33
1695,450
1696,-523
1697,-206
1698,781
1699,2188
1700,2233
1701,1426
1702,-899
1703,2764
1704,-6
1705,574
1706,2409
1707,-982
1708,1331
1709,103
1710,1426
1711,199
1712,2430
1713,2262
1714,-875
1715,2091
1716,881
1717,2076
1718,-870
1719,29
1720,1278
1721,339
1722,2115
1723,239
1724,-202
1725,33
1726,786
1727,-701
1728,1173
1729,1317
1730,-712
1731,1890
1732,2913
1733,835
1734,1345
1735,312
1736,1081
1737,-298
1738,1657
1739,-670
1740,-112
1741,172
1742,1394
1743,1602
1744,-513
1745,2549
1746,304
1747,323
1748,2673
1749,2988
1750,2319
1751,1604
1752,710
1753,-691
1754,-47
1755,-188
1756,2672
1757,-427
1758,798
1759,2099
1760,158
1761,-592
1762,2649
1763,1247
1764,-210
1765,1208
1766,2746
1767,2006
1768,-215
1769,2787
1770,1509
1771,547
1772,-574
1773,2917
1774,-24
1775,-888
1776,2494
1777,2207
1778,1805
1779,2744
1780,249
1781,2091
1782,2457
1783,2291
1784,1779
1785,1558
1786,270
1787,923
1788,-674
1789,412
1790,-840
1791,-592
1792,576
1793,2510
1794,2110
1795,2234
1796,585
1797,1061
1798,1127
1799,756
1800,1691
1801,2371
1802,-997
1803,-658
1804,2876
1805,2691
1806,821
1807,234
1808,-706
1809,2134
1810,482
1811,-160
1812,1748
1813,-360
1814,2883
1815,-17
1816,2297
1817,-971
1818,1674
1819,-91
1820,1745
1821,-958
1822,-106
1823,-714
1824,2833
1825,1102
1826,227
1827,760
1828,1036
1829,816
1830,2054
1831,2014
1832,1782
1833,-225
1834,841
1835,2940
1836,2920
1837,2066
1838,2523
1839,2918
1840,1748
1841,360
1842,49
1843,1109
1844,2404
1845,-286
1846,844
1847,772
1848,2524
1849,-730
1850,-523
1851,-302
1852,-82
1853,668
1854,2512
1855,1474
1856,1944
1857,2552
1858,935
1859,804
1860,871
1861,2268
1862,-323
1863,-555
1864,953
1865,2247
1866,-154
1867,-246
1868,2362
1869,1667
1870,2075
1871,2859
1872,2426
1873,836
1874,-724
1875,587
1876,269
1877,-399
1878,2217
1879,-51
1880,-653
1881,1863
1882,1117
1883,-986
1884,1029
1885,-78
1886,-790
1887,2049
1888,-110
1889,2084
1890,-819
1891,2066
1892,-26
1893,673
1894,102
1895,2219
1896,-267
1897,361
1898,1654
1899,644
1900,-501
1901,-528
1902,1183
1903,2104
1904,2323
1905,2796
1906,1546
1907,839
1908,2618
1909,1997
1910,2168
1911,1921
1912,2807
1913,-825
1914,1187
1915,2582
1916,-775
1917,1136
1918,1137
1919,1710
1920,2897
1921,1388
1922,1907
1923,2136
1924,-992
1925,1782
1926,649
1927,2748
1928,1270
1929,936
1930,832
1931,1494
1932,29
1933,1233
1934,232
1935,1604
1936,2513
1937,-990
1938,-656
1939,330
1940,2237
1941,753
1942,1030
1943,2826
1944,2953
1945,-689
1946,2059
1947,-991
1948,1306
1949,936
1950,-358
1951,459
1952,-538
1953,279
1954,1956
1955,2107
1956,-728
1957,-886
1958,1251
1959,283
1960,1360
1961,-907
1962,1539
1963,-788
1964,-106
1965,-235
1966,-233
1967,-439
1968,1147
1969,1952
1970,2040
1971,57
1972,-119
1973,219
1974,-245
1975,1985
1976,1033
1977,-841
1978,1880
1979,-666
1980,1150
1981,1948
1982,1522
1983,1093
1984,-19
1985,1457
1986,2644
1987,2322
1988,-698
1989,1017
1990,2049
1991,845
1992,2835
1993,2184
1994,2125
1995,-347
1996,2827
1997,1149
1998,484
1999,1581
2000,2606
2001,1371
2002,911
2003,2251
2004,-564
2005,2227
2006,-658
2007,-448
2008,1802
2009,895
2010,1608
2011,215
2012,164
2013,2422
2014,-292
2015,2930
2016,1705
2017,2712
2018,2417
2019,2409
2020,140
2021,-515
2022,-235
2023,2236
2024,2361
2025,2800
2026,2484
2027,1520
2028,1788
2029,206
2030,1744
2031,1356
2032,-93
2033,1765
2034,1709
2035,-582
2036,1978
2037,2150
2038,2282
2039,55
2040,167
2041,1807
2042,1660
2043,2232
2044,2375
2045,1035
2046,2391
2047,499
2048,-101
2049,455
2050,2765
2051,-87
2052,-576
2053,-92
2054,1001
2055,532
2056,287
2057,337
2058,-70
2059,119
2060,2309
2061,1687
2062,1862
2063,-992
2064,-432
2065,1518
2066,2166
2067,-415
2068,1056
2069,1635
2070,1758
2071,1397
2072,1526
2073,473
2074,1353
2075,2358
2076,50
2077,1224
2078,-160
2079,1654
2080,1125
2081,-535
2082,1435
2083,2302
2084,596
2085,1240
2086,1602
2087,1411
2088,-90
2089,1069
2090,-936
2091,1811
2092,941
2093,721
2094,-997
2095,84
2096,-639
2097,2373
2098,2321
2099,-35
2100,-865
2101,-728
2102,-333
2103,1429
2104,1786
2105,1953
2106,2772
2107,2043
2108,1874
2109,2001
2110,1793
2111,863
2112,2383
2113,2350
2114,2013
2115,588
2116,1144
2117,2647
2118,1538
2119,172
2120,2872
2121,1004
2122,-475
2123,1651
2124,1822
2125,1229
2126,1355
2127,1671
2128,2138
2129,669
2130,2302
2131,917
2132,2389
2133,806
2134,1980
2135,2356
2136,2240
2137,2376
2138,904
2139,62
2140,2834
2141,-1000
2142,2386
2143,2219
2144,-626
2145,1202
2146,1742
2147,-85
2148,1486
2149,2896
2150,1676
2151,-882
2152,-204
2153,-306
2154,1741
2155,339
2156,2866
2157,912
2158,527
2159,-388
2160,732
2161,86
2162,1018
2163,791
2164,-345
2165,144
2166,-656
2167,-687
2168,-235
2169,2125
2170,1466
2171,-592
2172,-352
2173,1181
2174,402
2175,1408
2176,-233
2177,2183
2178,427
2179,2968
2180,330
2181,856
2182,467
2183,555
2184,2166
2185,1647
2186,1188
2187,2441
2188,2591
2189,-271
2190,1355
2191,2917
2192,-971
2193,826
2194,-356
2195,-140
2196,319
2197,1587
2198,-783
2199,2259
2200,-942
2201,2863
2202,977
2203,1767
2204,-6
2205,857
2206,1213
2207,-898
2208,1108
2209,2638
2210,1070
2211,2841
2212,-523
2213,1998
2214,1650
2215,1417
2216,-905
2217,2500
2218,178
2219,1246
2220,1418
2221,1702
2222,236
2223,1989
2224,995
2225,1977
2226,1648
2227,2654
2228,2391
2229,2398
2230,-700
2231,932
2232,675
2233,2896
2234,-88
2235,1967
2236,1757
2237,387
2238,-546
2239,1023
2240,-212
2241,72
2242,484
2243,2166
2244,254
2245,2495
2246,1855
2247,419
2248,2421
2249,122
2250,109
2251,1879
2252,2529
2253,453
2254,1727
2255,571
2256,1343
2257,2562
2258,-287
2259,199
2260,198
2261,1741
2262,276
2263,-572
2264,87
2265,2861
2266,-376
2267,-902
2268,-637
2269,992
2270,-285
2271,1272
2272,2945
2273,1933
2274,-552
2275,477
2276,314
2277,1665
2278,359
2279,570
2280,963
2281,-301
2282,47
2283,2805
2284,2829
2285,2340
2286,996
2287,283
2288,2008
2289,2488
2290,2837
2291,2968
2292,465
2293,1763
2294,2656
2295,-388
2296,2579
2297,1156
2298,2483
2299,2460
2300,875
2301,-619
2302,-37
2303,1973
2304,-667
2305,-441
2306,1842
2307,677
2308,-922
2309,-388
2310,-256
2311,2009
2312,2890
2313,-1000
2314,2693
2315,1605
2316,581
2317,1226
2318,1852
2319,1304
2320,181
2321,-600
2322,2974
2323,185
2324,2777
2325,2247
2326,2688
2327,722
2328,2200
2329,2701
2330,-253
2331,2554
2332,2005
2333,2781
2334,894
2335,404
2336,414
2337,2604
2338,1602
2339,658
2340,647
2341,2258
2342,363
2343,-252
2344,2929
2345,72
2346,-816
2347,1372
2348,361
2349,-915
2350,-906
2351,-840
2352,2254
2353,1731
2354,-27
2355,1758
2356,2578
2357,-877
2358,1469
2359,1756
2360,980
2361,-25
2362,-766
2363,2580
2364,-457
2365,123
2366,-733
2367,-642
2368,1056
2369,2041
2370,756
2371,2281
2372,1624
2373,692
2374,1528
2375,-701
2376,-305
2377,391
2378,2430
2379,466
2380,-112
2381,-181
2382,474
2383,1891
2384,1657
2385,-123
2386,2412
2387,-689
2388,2931
2389,2084
2390,779
2391,-795
2392,2313
2393,-935
2394,2093
2395,2337
2396,562
2397,1554
2398,945
2399,2653
2400,878
2401,1648
2402,2616
2403,-75
2404,168
2405,839
2406,1183
2407,981
2408,-791
2409,-614
2410,-58
2411,2300
2412,2292
2413,335
2414,-314
2415,1393
2416,1827
2417,809
2418,2514
2419,454
2420,1038
2421,2800
2422,-584
2423,1202
2424,-287
2425,1994
2426,-384
2427,-145
2428,-990
2429,2095
2430,939
2431,2558
2432,1488
2433,366
2434,388
2435,554
2436,1457
2437,-15
2438,2491
2439,1462
2440,394
2441,1400
2442,1922
2443,-47
2444,2932
2445,-144
2446,1298
2447,464
2448,1977
2449,502
2450,709
2451,1332
2452,2862
2453,2331
2454,1620
2455,1180
2456,2902
2457,604
2458,224
2459,419
2460,1424
2461,-291
2462,2028
2463,2836
2464,2221
2465,1045
2466,147
2467,1552
2468,243
2469,860
2470,1983
2471,-705
2472,2042
2473,1932
2474,-727
2475,2272
2476,2229
2477,592
2478,1200
2479,426
2480,300
2481,2271
2482,-746
2483,-438
2484,28
2485,1601
2486,-113
2487,20
2488,2888
2489,1100
2490,2178
2491,2661
2492,1542
2493,-722
2494,2428
2495,405
2496,2026
2497,-275
2498,1727
2499,2539
2500,1823
2501,26
2502,251
2503,-98
2504,-746
2505,1526
2506,1383
2507,2719
2508,757
2509,-411
2510,2826
2511,316
2512,-283
2513,-333
2514,-66
2515,-872
2516,1351
2517,-689
2518,-574
2519,-523
2520,2193
2521,2470
2522,927
2523,2619
2524,2526
2525,2509
2526,-607
2527,-19
2528,-490
2529,1542
2530,1651
2531,989
2532,-240
2533,-450
2534,761
2535,-372
2536,2982
2537,2931
2538,-706
2539,2804
2540,2177
2541,1865
2542,-703
2543,574
2544,2367
2545,2083
2546,-831
2547,1714
2548,2062
2549,1304
2550,-245
2551,2572
2552,1809
2553,1745
2554,2872
2555,368
2556,2430
2557,2636
2558,2233
2559,-218
2560,1369
2561,2076
2562,311
2563,2721
2564,514
2565,-364
2566,-850
2567,1035
2568,2777
2569,527
2570,-637
2571,2452
2572,2654
2573,1655
2574,2476
2575,2153
2576,1352
2577,2224
2578,-1
2579,1562
2580,2056
2581,2008
2582,-617
2583,2566
2584,949
2585,10
2586,2181
2587,-182
2588,2114
2589,2112
2590,390
2591,-497
2592,736
2593,801
